"","BUYER_COUNTY","BUYER_STATE","year","count","DOSAGE_UNIT","countyfips"
"515","ALPINE","CA",2008,1,200,"06003"
"516","ALPINE","CA",2009,6,3750,"06003"
"517","ALPINE","CA",2010,3,3150,"06003"
"518","ALPINE","CA",2011,1,600,"06003"
"519","ALPINE","CA",2012,1,100,"06003"
"520","AMADOR","CA",2006,5057,2056490,"06005"
"521","AMADOR","CA",2007,5031,2323280,"06005"
"522","AMADOR","CA",2008,5177,2466060,"06005"
"523","AMADOR","CA",2009,5323,2620200,"06005"
"524","AMADOR","CA",2010,5563,2671300,"06005"
"525","AMADOR","CA",2011,5729,2884780,"06005"
"526","AMADOR","CA",2012,4976,3087350,"06005"
"527","AMADOR","CA",2013,4951,2975890,"06005"
"528","AMADOR","CA",2014,4908,2943440,"06005"
"529","AMELIA","VA",2006,543,168300,"51007"
"530","AMELIA","VA",2007,623,208030,"51007"
"531","AMELIA","VA",2008,580,210600,"51007"
"532","AMELIA","VA",2009,683,227400,"51007"
"533","AMELIA","VA",2010,683,221260,"51007"
"534","AMELIA","VA",2011,779,277770,"51007"
"535","AMELIA","VA",2012,814,271350,"51007"
"536","AMELIA","VA",2013,721,250720,"51007"
"537","AMELIA","VA",2014,637,249420,"51007"
"538","AMHERST","VA",2006,1483,559100,"51009"
"539","AMHERST","VA",2007,1609,631330,"51009"
"540","AMHERST","VA",2008,1732,750360,"51009"
"541","AMHERST","VA",2009,1820,838660,"51009"
"542","AMHERST","VA",2010,1929,843560,"51009"
"543","AMHERST","VA",2011,2157,1014280,"51009"
"544","AMHERST","VA",2012,2011,984150,"51009"
"545","AMHERST","VA",2013,2259,1027750,"51009"
"546","AMHERST","VA",2014,1540,1012460,"51009"
"547","AMITE","MS",2006,850,220200,"28005"
"548","AMITE","MS",2007,807,235200,"28005"
"549","AMITE","MS",2008,877,229190,"28005"
"550","AMITE","MS",2009,921,241590,"28005"
"551","AMITE","MS",2010,965,273530,"28005"
"552","AMITE","MS",2011,958,285500,"28005"
"553","AMITE","MS",2012,970,335100,"28005"
"554","AMITE","MS",2013,815,262400,"28005"
"555","AMITE","MS",2014,756,259700,"28005"
"556","ANASCO","PR",2006,231,79400,NA
"557","ANASCO","PR",2007,213,77860,NA
"558","ANASCO","PR",2008,233,84800,NA
"559","ANASCO","PR",2009,249,86180,NA
"560","ANASCO","PR",2010,287,100020,NA
"561","ANASCO","PR",2011,256,98770,NA
"562","ANASCO","PR",2012,225,83030,NA
"563","ANASCO","PR",2013,200,81090,NA
"564","ANASCO","PR",2014,186,89080,NA
"565","ANCHORAGE","AK",2006,25146,7167856,"02020"
"566","ANCHORAGE","AK",2007,26548,7948533,"02020"
"567","ANCHORAGE","AK",2008,27160,8624632,"02020"
"568","ANCHORAGE","AK",2009,27141,9172728,"02020"
"569","ANCHORAGE","AK",2010,26710,9382410,"02020"
"570","ANCHORAGE","AK",2011,27076,9897346,"02020"
"571","ANCHORAGE","AK",2012,25022,10098618,"02020"
"572","ANCHORAGE","AK",2013,24066,9887592,"02020"
"573","ANCHORAGE","AK",2014,23258,10135080,"02020"
"574","ANDERSON","KS",2006,416,179000,"20003"
"575","ANDERSON","KS",2007,514,204500,"20003"
"576","ANDERSON","KS",2008,558,202570,"20003"
"577","ANDERSON","KS",2009,519,192400,"20003"
"578","ANDERSON","KS",2010,636,210260,"20003"
"579","ANDERSON","KS",2011,782,245200,"20003"
"580","ANDERSON","KS",2012,730,259500,"20003"
"581","ANDERSON","KS",2013,651,263000,"20003"
"582","ANDERSON","KS",2014,772,276600,"20003"
"583","ANDERSON","KY",2006,2433,801300,"21005"
"584","ANDERSON","KY",2007,2925,1020190,"21005"
"585","ANDERSON","KY",2008,3035,1154790,"21005"
"586","ANDERSON","KY",2009,3081,1180110,"21005"
"587","ANDERSON","KY",2010,3098,1194110,"21005"
"588","ANDERSON","KY",2011,3454,1393180,"21005"
"589","ANDERSON","KY",2012,3106,1443630,"21005"
"590","ANDERSON","KY",2013,2481,1247190,"21005"
"591","ANDERSON","KY",2014,1724,1139210,"21005"
"592","ANDERSON","SC",2006,15148,6720690,"45007"
"593","ANDERSON","SC",2007,16578,7369290,"45007"
"594","ANDERSON","SC",2008,17762,8150680,"45007"
"595","ANDERSON","SC",2009,17777,9122013,"45007"
"596","ANDERSON","SC",2010,19170,9469135,"45007"
"597","ANDERSON","SC",2011,19881,10281684,"45007"
"598","ANDERSON","SC",2012,21093,10543170,"45007"
"599","ANDERSON","SC",2013,21418,10464746,"45007"
"600","ANDERSON","SC",2014,18072,10278640,"45007"
"601","ANDERSON","TN",2006,11948,5065930,"47001"
"602","ANDERSON","TN",2007,12708,5354720,"47001"
"603","ANDERSON","TN",2008,14350,5800560,"47001"
"604","ANDERSON","TN",2009,15784,6275920,"47001"
"605","ANDERSON","TN",2010,16374,6296700,"47001"
"606","ANDERSON","TN",2011,17152,6753920,"47001"
"607","ANDERSON","TN",2012,17951,7053360,"47001"
"608","ANDERSON","TN",2013,17147,7019730,"47001"
"609","ANDERSON","TN",2014,14063,6981670,"47001"
"610","ANDERSON","TX",2006,7027,2209130,"48001"
"611","ANDERSON","TX",2007,6006,2148570,"48001"
"612","ANDERSON","TX",2008,5937,2296470,"48001"
"613","ANDERSON","TX",2009,5864,2348990,"48001"
"614","ANDERSON","TX",2010,6123,2445130,"48001"
"615","ANDERSON","TX",2011,6715,2740100,"48001"
"616","ANDERSON","TX",2012,6078,2672540,"48001"
"617","ANDERSON","TX",2013,5265,2565550,"48001"
"618","ANDERSON","TX",2014,3595,2444420,"48001"
"619","ANDREW","MO",2006,1231,234440,"29003"
"620","ANDREW","MO",2007,1219,265850,"29003"
"621","ANDREW","MO",2008,1291,308800,"29003"
"622","ANDREW","MO",2009,1166,295600,"29003"
"623","ANDREW","MO",2010,1167,315180,"29003"
"624","ANDREW","MO",2011,1391,382450,"29003"
"625","ANDREW","MO",2012,1977,473080,"29003"
"626","ANDREW","MO",2013,1740,472150,"29003"
"627","ANDREW","MO",2014,1457,467830,"29003"
"628","ANDREWS","TX",2006,521,246600,"48003"
"629","ANDREWS","TX",2007,685,274080,"48003"
"630","ANDREWS","TX",2008,735,320200,"48003"
"631","ANDREWS","TX",2009,825,331510,"48003"
"632","ANDREWS","TX",2010,934,367330,"48003"
"633","ANDREWS","TX",2011,1047,415720,"48003"
"634","ANDREWS","TX",2012,1196,481510,"48003"
"635","ANDREWS","TX",2013,1204,567050,"48003"
"636","ANDREWS","TX",2014,903,521480,"48003"
"637","ANDROSCOGGIN","ME",2006,7649,3441000,"23001"
"638","ANDROSCOGGIN","ME",2007,8709,4086890,"23001"
"639","ANDROSCOGGIN","ME",2008,9274,4521200,"23001"
"640","ANDROSCOGGIN","ME",2009,10625,5065900,"23001"
"641","ANDROSCOGGIN","ME",2010,12254,5811250,"23001"
"642","ANDROSCOGGIN","ME",2011,12418,6358950,"23001"
"643","ANDROSCOGGIN","ME",2012,11405,5929940,"23001"
"644","ANDROSCOGGIN","ME",2013,10750,5249890,"23001"
"645","ANDROSCOGGIN","ME",2014,9396,4988530,"23001"
"646","ANGELINA","TX",2006,6488,3070935,"48005"
"647","ANGELINA","TX",2007,7887,3472640,"48005"
"648","ANGELINA","TX",2008,8570,4016760,"48005"
"649","ANGELINA","TX",2009,8575,4285930,"48005"
"650","ANGELINA","TX",2010,8575,4319319,"48005"
"651","ANGELINA","TX",2011,9113,4789710,"48005"
"652","ANGELINA","TX",2012,8172,4693260,"48005"
"653","ANGELINA","TX",2013,8229,4451230,"48005"
"654","ANGELINA","TX",2014,5805,4117660,"48005"
"655","ANNE ARUNDEL","MD",2006,46378,14356302,"24003"
"656","ANNE ARUNDEL","MD",2007,49235,15833468,"24003"
"657","ANNE ARUNDEL","MD",2008,48460,16671876,"24003"
"658","ANNE ARUNDEL","MD",2009,49570,18239025,"24003"
"659","ANNE ARUNDEL","MD",2010,51399,19151645,"24003"
"660","ANNE ARUNDEL","MD",2011,50832,20354450,"24003"
"661","ANNE ARUNDEL","MD",2012,49448,19928683,"24003"
"662","ANNE ARUNDEL","MD",2013,50397,19274915,"24003"
"663","ANNE ARUNDEL","MD",2014,45819,19121000,"24003"
"664","ANOKA","MN",2006,15156,6290185,"27003"
"665","ANOKA","MN",2007,15939,7031887,"27003"
"666","ANOKA","MN",2008,16065,7591755,"27003"
"667","ANOKA","MN",2009,17749,8133950,"27003"
"668","ANOKA","MN",2010,21430,9176630,"27003"
"669","ANOKA","MN",2011,23352,9722650,"27003"
"670","ANOKA","MN",2012,24819,9820030,"27003"
"671","ANOKA","MN",2013,26339,9209060,"27003"
"672","ANOKA","MN",2014,25436,9427510,"27003"
"673","ANSON","NC",2006,2246,561040,"37007"
"674","ANSON","NC",2007,2701,661810,"37007"
"675","ANSON","NC",2008,2849,761020,"37007"
"676","ANSON","NC",2009,3156,872950,"37007"
"677","ANSON","NC",2010,3537,940930,"37007"
"678","ANSON","NC",2011,3802,1001630,"37007"
"679","ANSON","NC",2012,3670,1063540,"37007"
"680","ANSON","NC",2013,3271,1093020,"37007"
"681","ANSON","NC",2014,2654,1050000,"37007"
"682","ANTELOPE","NE",2006,127,39200,"31003"
"683","ANTELOPE","NE",2007,137,40000,"31003"
"684","ANTELOPE","NE",2008,180,48900,"31003"
"685","ANTELOPE","NE",2009,190,56700,"31003"
"686","ANTELOPE","NE",2010,254,68900,"31003"
"687","ANTELOPE","NE",2011,238,92820,"31003"
"688","ANTELOPE","NE",2012,223,95080,"31003"
"689","ANTELOPE","NE",2013,387,82980,"31003"
"690","ANTELOPE","NE",2014,430,79140,"31003"
"691","ANTRIM","MI",2006,1692,521250,"26009"
"692","ANTRIM","MI",2007,1823,575730,"26009"
"693","ANTRIM","MI",2008,2110,636490,"26009"
"694","ANTRIM","MI",2009,2201,696530,"26009"
"695","ANTRIM","MI",2010,2319,745370,"26009"
"696","ANTRIM","MI",2011,2228,756780,"26009"
"697","ANTRIM","MI",2012,2058,820200,"26009"
"698","ANTRIM","MI",2013,1914,855500,"26009"
"699","ANTRIM","MI",2014,1574,751600,"26009"
"700","APACHE","AZ",2006,1217,482385,"04001"
"701","APACHE","AZ",2007,1304,542560,"04001"
"702","APACHE","AZ",2008,1437,610700,"04001"
"703","APACHE","AZ",2009,1515,720230,"04001"
"704","APACHE","AZ",2010,1492,758420,"04001"
"705","APACHE","AZ",2011,1368,746650,"04001"
"706","APACHE","AZ",2012,1256,760850,"04001"
"707","APACHE","AZ",2013,1330,758660,"04001"
"708","APACHE","AZ",2014,1349,796200,"04001"
"709","APPANOOSE","IA",2006,1618,408500,"19007"
"710","APPANOOSE","IA",2007,1978,428400,"19007"
"711","APPANOOSE","IA",2008,2096,465320,"19007"
"712","APPANOOSE","IA",2009,2004,452700,"19007"
"713","APPANOOSE","IA",2010,2441,514100,"19007"
"714","APPANOOSE","IA",2011,2607,605100,"19007"
"715","APPANOOSE","IA",2012,2308,635100,"19007"
"716","APPANOOSE","IA",2013,2437,708600,"19007"
"717","APPANOOSE","IA",2014,1814,736560,"19007"
"718","APPLING","GA",2006,1409,518440,"13001"
"719","APPLING","GA",2007,1530,582360,"13001"
"720","APPLING","GA",2008,1895,635860,"13001"
"721","APPLING","GA",2009,1978,715400,"13001"
"722","APPLING","GA",2010,2698,998300,"13001"
"723","APPLING","GA",2011,2702,1012980,"13001"
"724","APPLING","GA",2012,2721,1083990,"13001"
"725","APPLING","GA",2013,2653,1045630,"13001"
"726","APPLING","GA",2014,1997,1003200,"13001"
"727","APPOMATTOX","VA",2006,861,370300,"51011"
"728","APPOMATTOX","VA",2007,884,416030,"51011"
"729","APPOMATTOX","VA",2008,1097,532660,"51011"
"730","APPOMATTOX","VA",2009,1269,606000,"51011"
"731","APPOMATTOX","VA",2010,1743,722000,"51011"
"732","APPOMATTOX","VA",2011,2282,829700,"51011"
"733","APPOMATTOX","VA",2012,2614,963660,"51011"
"734","APPOMATTOX","VA",2013,2777,1005800,"51011"
"735","APPOMATTOX","VA",2014,2351,1110100,"51011"
"736","ARANSAS","TX",2006,2133,734500,"48007"
"737","ARANSAS","TX",2007,2541,948950,"48007"
"738","ARANSAS","TX",2008,2494,989600,"48007"
"739","ARANSAS","TX",2009,2547,1014920,"48007"
"740","ARANSAS","TX",2010,2898,1110790,"48007"
"741","ARANSAS","TX",2011,3114,1206540,"48007"
"742","ARANSAS","TX",2012,3480,1294570,"48007"
"743","ARANSAS","TX",2013,3425,1322050,"48007"
"744","ARANSAS","TX",2014,2198,1270980,"48007"
"745","ARAPAHOE","CO",2006,33890,10882413,"08005"
"746","ARAPAHOE","CO",2007,38194,12385112,"08005"
"747","ARAPAHOE","CO",2008,40845,13572423,"08005"
"748","ARAPAHOE","CO",2009,42210,14657622,"08005"
"749","ARAPAHOE","CO",2010,43016,15248752,"08005"
"750","ARAPAHOE","CO",2011,44447,16316255,"08005"
"751","ARAPAHOE","CO",2012,48016,16673680,"08005"
"752","ARAPAHOE","CO",2013,49431,15964518,"08005"
"753","ARAPAHOE","CO",2014,48005,16246185,"08005"
"754","ARCHER","TX",2007,2,200,"48009"
"755","ARCHER","TX",2012,1,100,"48009"
"756","ARCHER","TX",2013,4,400,"48009"
"757","ARCHER","TX",2014,1,100,"48009"
"758","ARCHULETA","CO",2006,519,161100,"08007"
"759","ARCHULETA","CO",2007,613,182700,"08007"
"760","ARCHULETA","CO",2008,637,189600,"08007"
"761","ARCHULETA","CO",2009,711,224600,"08007"
"762","ARCHULETA","CO",2010,710,223520,"08007"
"763","ARCHULETA","CO",2011,794,235800,"08007"
"764","ARCHULETA","CO",2012,920,268000,"08007"
"765","ARCHULETA","CO",2013,1027,290300,"08007"
"766","ARCHULETA","CO",2014,886,308700,"08007"
"767","ARECIBO","PR",2006,532,280100,NA
"768","ARECIBO","PR",2007,599,278030,NA
"769","ARECIBO","PR",2008,567,252190,NA
"770","ARECIBO","PR",2009,664,324640,NA
"771","ARECIBO","PR",2010,825,511350,NA
"772","ARECIBO","PR",2011,737,509710,NA
"773","ARECIBO","PR",2012,619,463750,NA
"774","ARECIBO","PR",2013,570,369100,NA
"775","ARECIBO","PR",2014,384,262480,NA
"776","ARENAC","MI",2006,1396,532900,"26011"
"777","ARENAC","MI",2007,1578,599100,"26011"
"778","ARENAC","MI",2008,1809,665300,"26011"
"779","ARENAC","MI",2009,2097,800700,"26011"
"780","ARENAC","MI",2010,2282,890280,"26011"
"781","ARENAC","MI",2011,2355,1042010,"26011"
"782","ARENAC","MI",2012,2002,1094180,"26011"
"783","ARENAC","MI",2013,2302,1167540,"26011"
"784","ARENAC","MI",2014,1860,1186170,"26011"
"785","ARKANSAS","AR",2006,2181,754310,"05001"
"786","ARKANSAS","AR",2007,2427,857180,"05001"
"787","ARKANSAS","AR",2008,2510,940990,"05001"
"788","ARKANSAS","AR",2009,2595,1017990,"05001"
"789","ARKANSAS","AR",2010,2807,1133160,"05001"
"790","ARKANSAS","AR",2011,2626,1173410,"05001"
"791","ARKANSAS","AR",2012,2535,1188620,"05001"
"792","ARKANSAS","AR",2013,2389,1031700,"05001"
"793","ARKANSAS","AR",2014,1991,1110440,"05001"
"794","ARLINGTON","VA",2006,5100,1460805,"51013"
"795","ARLINGTON","VA",2007,5362,1545774,"51013"
"796","ARLINGTON","VA",2008,5377,1620150,"51013"
"797","ARLINGTON","VA",2009,5464,1751300,"51013"
"798","ARLINGTON","VA",2010,5635,1852800,"51013"
"799","ARLINGTON","VA",2011,6496,2067700,"51013"
"800","ARLINGTON","VA",2012,6709,2156100,"51013"
"801","ARLINGTON","VA",2013,7287,2136590,"51013"
"802","ARLINGTON","VA",2014,6975,1951870,"51013"
"803","ARMSTRONG","PA",2006,6897,2076400,"42005"
"804","ARMSTRONG","PA",2007,7073,2269250,"42005"
"805","ARMSTRONG","PA",2008,7280,2396100,"42005"
"806","ARMSTRONG","PA",2009,6595,2413670,"42005"
"807","ARMSTRONG","PA",2010,7575,2700330,"42005"
"808","ARMSTRONG","PA",2011,8552,3019060,"42005"
"809","ARMSTRONG","PA",2012,9242,3186970,"42005"
"810","ARMSTRONG","PA",2013,10442,3304710,"42005"
"811","ARMSTRONG","PA",2014,9143,3070830,"42005"
"812","ARMSTRONG","TX",2006,41,14500,"48011"
"813","ARMSTRONG","TX",2007,61,20400,"48011"
"814","ARMSTRONG","TX",2008,58,14900,"48011"
"815","ARMSTRONG","TX",2009,46,15700,"48011"
"816","ARMSTRONG","TX",2010,46,15000,"48011"
"817","ARMSTRONG","TX",2011,79,20330,"48011"
"818","ARMSTRONG","TX",2012,63,15800,"48011"
"819","ARMSTRONG","TX",2013,53,12600,"48011"
"820","AROOSTOOK","ME",2006,6886,2742060,"23003"
"821","AROOSTOOK","ME",2007,7481,3030810,"23003"
"822","AROOSTOOK","ME",2008,7728,3247180,"23003"
"823","AROOSTOOK","ME",2009,7728,3019570,"23003"
"824","AROOSTOOK","ME",2010,8984,3144610,"23003"
"825","AROOSTOOK","ME",2011,8716,3075800,"23003"
"826","AROOSTOOK","ME",2012,8049,2865580,"23003"
"827","AROOSTOOK","ME",2013,7998,2740150,"23003"
"828","AROOSTOOK","ME",2014,7335,2790580,"23003"
"829","ARROYO","PR",2006,82,38200,NA
"830","ARROYO","PR",2007,72,24900,NA
"831","ARROYO","PR",2008,60,24400,NA
"832","ARROYO","PR",2009,57,29530,NA
"833","ARROYO","PR",2010,44,27300,NA
"834","ARROYO","PR",2011,37,19600,NA
"835","ARROYO","PR",2012,27,18700,NA
"836","ARROYO","PR",2013,64,34100,NA
"837","ARROYO","PR",2014,44,27200,NA
"838","ASCENSION","LA",2006,11436,4148650,"22005"
"839","ASCENSION","LA",2007,12131,4980310,"22005"
"840","ASCENSION","LA",2008,13341,5363330,"22005"
"841","ASCENSION","LA",2009,13065,5127260,"22005"
"842","ASCENSION","LA",2010,13230,4874600,"22005"
"843","ASCENSION","LA",2011,13176,5098200,"22005"
"844","ASCENSION","LA",2012,14132,5572780,"22005"
"845","ASCENSION","LA",2013,14704,5683720,"22005"
"846","ASCENSION","LA",2014,10962,5543260,"22005"
"847","ASHE","NC",2006,3438,936940,"37009"
"848","ASHE","NC",2007,3762,1053050,"37009"
"849","ASHE","NC",2008,3954,1083560,"37009"
"850","ASHE","NC",2009,3567,1146930,"37009"
"851","ASHE","NC",2010,4100,1329770,"37009"
"852","ASHE","NC",2011,3611,1218320,"37009"
"853","ASHE","NC",2012,3462,1206790,"37009"
"854","ASHE","NC",2013,3646,1203490,"37009"
"855","ASHE","NC",2014,2933,1211970,"37009"
"856","ASHLAND","OH",2006,1884,835000,"39005"
"857","ASHLAND","OH",2007,2314,1007400,"39005"
"858","ASHLAND","OH",2008,2410,1089470,"39005"
"859","ASHLAND","OH",2009,2413,1148790,"39005"
"860","ASHLAND","OH",2010,2657,1269270,"39005"
"861","ASHLAND","OH",2011,2838,1392010,"39005"
"862","ASHLAND","OH",2012,2803,1297980,"39005"
"863","ASHLAND","OH",2013,2930,1193930,"39005"
"864","ASHLAND","OH",2014,2457,1173940,"39005"
"865","ASHLAND","WI",2006,1393,551300,"55003"
"866","ASHLAND","WI",2007,1554,598700,"55003"
"867","ASHLAND","WI",2008,1483,599040,"55003"
"868","ASHLAND","WI",2009,1723,642700,"55003"
"869","ASHLAND","WI",2010,1999,650600,"55003"
"870","ASHLAND","WI",2011,2280,739260,"55003"
"871","ASHLAND","WI",2012,2374,786030,"55003"
"872","ASHLAND","WI",2013,2681,796000,"55003"
"873","ASHLAND","WI",2014,2277,787400,"55003"
"874","ASHLEY","AR",2006,2959,670990,"05003"
"875","ASHLEY","AR",2007,3126,767760,"05003"
"876","ASHLEY","AR",2008,3138,750860,"05003"
"877","ASHLEY","AR",2009,3530,775080,"05003"
"878","ASHLEY","AR",2010,3918,901940,"05003"
"879","ASHLEY","AR",2011,4044,1001560,"05003"
"880","ASHLEY","AR",2012,4100,1054870,"05003"
"881","ASHLEY","AR",2013,3913,1088500,"05003"
"882","ASHLEY","AR",2014,2575,1054280,"05003"
"883","ASHTABULA","OH",2006,8244,2996900,"39007"
"884","ASHTABULA","OH",2007,9352,3340920,"39007"
"885","ASHTABULA","OH",2008,10520,3693180,"39007"
"886","ASHTABULA","OH",2009,11245,4395120,"39007"
"887","ASHTABULA","OH",2010,11542,4685560,"39007"
"888","ASHTABULA","OH",2011,11988,4998760,"39007"
"889","ASHTABULA","OH",2012,11578,4728150,"39007"
"890","ASHTABULA","OH",2013,12246,4471900,"39007"
"891","ASHTABULA","OH",2014,10282,4181420,"39007"
"892","ASOTIN","WA",2006,2361,1209800,"53003"
"893","ASOTIN","WA",2007,2225,986200,"53003"
"894","ASOTIN","WA",2008,2378,1013180,"53003"
"895","ASOTIN","WA",2009,2873,1149510,"53003"
"896","ASOTIN","WA",2010,4579,1851360,"53003"
"897","ASOTIN","WA",2011,4645,2137640,"53003"
"898","ASOTIN","WA",2012,4348,2234360,"53003"
"899","ASOTIN","WA",2013,4389,2364164,"53003"
"900","ASOTIN","WA",2014,3569,2282640,"53003"
"901","ASSUMPTION","LA",2006,773,224000,"22007"
"902","ASSUMPTION","LA",2007,863,268100,"22007"
"903","ASSUMPTION","LA",2008,883,297060,"22007"
"904","ASSUMPTION","LA",2009,769,268200,"22007"
"905","ASSUMPTION","LA",2010,770,249900,"22007"
"906","ASSUMPTION","LA",2011,937,282700,"22007"
"907","ASSUMPTION","LA",2012,925,278550,"22007"
"908","ASSUMPTION","LA",2013,783,262440,"22007"
"909","ASSUMPTION","LA",2014,674,266600,"22007"
"910","ATASCOSA","TX",2006,3632,1139180,"48013"
"911","ATASCOSA","TX",2007,4224,1686010,"48013"
"912","ATASCOSA","TX",2008,4286,1954850,"48013"
"913","ATASCOSA","TX",2009,4816,2317040,"48013"
"914","ATASCOSA","TX",2010,5620,2517750,"48013"
"915","ATASCOSA","TX",2011,5540,2655060,"48013"
"916","ATASCOSA","TX",2012,5517,2560400,"48013"
"917","ATASCOSA","TX",2013,5072,2442190,"48013"
"918","ATASCOSA","TX",2014,3619,2218150,"48013"
"919","ATCHISON","KS",2006,1643,492000,"20005"
"920","ATCHISON","KS",2007,1890,616000,"20005"
"921","ATCHISON","KS",2008,2314,815760,"20005"
"922","ATCHISON","KS",2009,2467,834820,"20005"
"923","ATCHISON","KS",2010,2530,853210,"20005"
"924","ATCHISON","KS",2011,2237,891400,"20005"
"925","ATCHISON","KS",2012,2020,911790,"20005"
"926","ATCHISON","KS",2013,2076,865040,"20005"
"927","ATCHISON","KS",2014,2173,884610,"20005"
"928","ATCHISON","MO",2006,473,119300,"29005"
"929","ATCHISON","MO",2007,479,136300,"29005"
"930","ATCHISON","MO",2008,513,140400,"29005"
"931","ATCHISON","MO",2009,545,145500,"29005"
"932","ATCHISON","MO",2010,610,148200,"29005"
"933","ATCHISON","MO",2011,635,180960,"29005"
"934","ATCHISON","MO",2012,601,204700,"29005"
"935","ATCHISON","MO",2013,629,221100,"29005"
"936","ATCHISON","MO",2014,466,198300,"29005"
"937","ATHENS","OH",2006,4472,2698920,"39009"
"938","ATHENS","OH",2007,5130,2613790,"39009"
"939","ATHENS","OH",2008,5736,2833100,"39009"
"940","ATHENS","OH",2009,5793,3044075,"39009"
"941","ATHENS","OH",2010,6880,3246750,"39009"
"942","ATHENS","OH",2011,7109,3404560,"39009"
"943","ATHENS","OH",2012,7708,3465780,"39009"
"944","ATHENS","OH",2013,8581,3560650,"39009"
"945","ATHENS","OH",2014,6800,3394740,"39009"
"946","ATKINSON","GA",2006,576,250020,"13003"
"947","ATKINSON","GA",2007,645,316100,"13003"
"948","ATKINSON","GA",2008,986,371620,"13003"
"949","ATKINSON","GA",2009,1014,367000,"13003"
"950","ATKINSON","GA",2010,1639,563780,"13003"
"951","ATKINSON","GA",2011,1361,525260,"13003"
"952","ATKINSON","GA",2012,1451,539190,"13003"
"953","ATKINSON","GA",2013,1556,598700,"13003"
"954","ATKINSON","GA",2014,950,552100,"13003"
"955","ATLANTIC","NJ",2006,27221,8780777,"34001"
"956","ATLANTIC","NJ",2007,28029,10195770,"34001"
"957","ATLANTIC","NJ",2008,28581,11459000,"34001"
"958","ATLANTIC","NJ",2009,27501,10522182,"34001"
"959","ATLANTIC","NJ",2010,27723,10556970,"34001"
"960","ATLANTIC","NJ",2011,28478,11240810,"34001"
"961","ATLANTIC","NJ",2012,26129,10832740,"34001"
"962","ATLANTIC","NJ",2013,27594,11054760,"34001"
"963","ATLANTIC","NJ",2014,26609,11379000,"34001"
"964","ATOKA","OK",2006,1612,409300,"40005"
"965","ATOKA","OK",2007,1633,445460,"40005"
"966","ATOKA","OK",2008,1854,520400,"40005"
"967","ATOKA","OK",2009,1993,658000,"40005"
"968","ATOKA","OK",2010,2195,708600,"40005"
"969","ATOKA","OK",2011,2202,758950,"40005"
"970","ATOKA","OK",2012,2109,747040,"40005"
"971","ATOKA","OK",2013,2076,858700,"40005"
"972","ATOKA","OK",2014,1462,875810,"40005"
"973","ATTALA","MS",2006,1753,426540,"28007"
"974","ATTALA","MS",2007,2116,521200,"28007"
"975","ATTALA","MS",2008,2429,649290,"28007"
"976","ATTALA","MS",2009,2338,729070,"28007"
"977","ATTALA","MS",2010,2416,748260,"28007"
"978","ATTALA","MS",2011,2339,776700,"28007"
"979","ATTALA","MS",2012,2509,879700,"28007"
