"","Areaname","STCOU","LND010190F","LND010190D","LND010190N1","LND010190N2","LND010200F","LND010200D","LND010200N1","LND010200N2","LND110180F","LND110180D","LND110180N1","LND110180N2","LND110190F","LND110190D","LND110190N1","LND110190N2","LND110200F","LND110200D","LND110200N1","LND110200N2","LND110210F","LND110210D","LND110210N1","LND110210N2","LND210190F","LND210190D","LND210190N1","LND210190N2","LND210200F","LND210200D","LND210200N1","LND210200N2"
"613","Bond, IL","17005",0,382.67,"0000","0000",0,382.67,"0000","0000",0,376.94,"0000","0000",0,380.21,"0000","0000",0,380.2,"0000","0000",0,380.28,"0000","0000",0,2.46,"0000","0000",0,2.46,"0000","0000"
"614","Boone, IL","17007",0,281.96,"0000","0000",0,281.94,"0000","0000",0,281.7,"0000","0000",0,281.39,"0000","0000",0,281.27,"0000","0000",0,280.72,"0000","0000",0,0.57,"0000","0000",0,0.68,"0000","0000"
"615","Brown, IL","17009",0,307.26,"0000","0000",0,307.24,"0000","0000",0,306.06,"0000","0000",0,305.67,"0000","0000",0,305.65,"0000","0000",0,305.61,"0000","0000",0,1.59,"0000","0000",0,1.59,"0000","0000"
"616","Bureau, IL","17011",0,873.36,"0000","0000",0,873.3,"0000","0000",0,869.19,"0000","0000",0,868.62,"0000","0000",0,868.56,"0000","0000",0,869.03,"0000","0000",0,4.74,"0000","0000",0,4.74,"0000","0000"
"617","Calhoun, IL","17013",0,283.71,"0000","0000",0,283.69,"0000","0000",0,249.7,"0000","0000",0,253.85,"0000","0000",0,253.82,"0000","0000",0,253.83,"0000","0000",0,29.86,"0000","0000",0,29.87,"0000","0000"
"618","Carroll, IL","17015",0,465.81,"0000","0000",0,465.77,"0000","0000",0,444.44,"0000","0000",0,444.25,"0000","0000",0,444.21,"0000","0000",0,444.81,"0000","0000",0,21.56,"0000","0000",0,21.56,"0000","0000"
"619","Cass, IL","17017",0,383.76,"0000","0000",0,383.73,"0000","0000",0,373.92,"0000","0000",0,375.96,"0000","0000",0,375.9,"0000","0000",0,375.82,"0000","0000",0,7.8,"0000","0000",0,7.83,"0000","0000"
"620","Champaign, IL","17019",0,997.56,"0000","0000",0,997.53,"0000","0000",0,998.1,"0000","0000",0,997.19,"0000","0000",0,996.81,"0000","0000",0,996.27,"0000","0000",0,0.37,"0000","0000",0,0.73,"0000","0000"
"621","Christian, IL","17021",0,715.71,"0000","0000",0,715.71,"0000","0000",0,709.79,"0000","0000",0,709.06,"0000","0000",0,709.06,"0000","0000",0,709.38,"0000","0000",0,6.65,"0000","0000",0,6.65,"0000","0000"
"622","Clark, IL","17023",0,504.91,"0000","0000",0,504.88,"0000","0000",0,505.51,"0000","0000",0,501.53,"0000","0000",0,501.5,"0000","0000",0,501.42,"0000","0000",0,3.38,"0000","0000",0,3.38,"0000","0000"
"623","Clay, IL","17025",0,469.87,"0000","0000",0,469.84,"0000","0000",0,469.12,"0000","0000",0,469.28,"0000","0000",0,469.25,"0000","0000",0,468.32,"0000","0000",0,0.59,"0000","0000",0,0.59,"0000","0000"
"624","Clinton, IL","17027",0,503.5,"0000","0000",0,503.48,"0000","0000",0,472.05,"0000","0000",0,474.26,"0000","0000",0,474.23,"0000","0000",0,474.09,"0000","0000",0,29.24,"0000","0000",0,29.25,"0000","0000"
"625","Coles, IL","17029",0,510.1,"0000","0000",0,510.07,"0000","0000",0,508.97,"0000","0000",0,508.32,"0000","0000",0,508.29,"0000","0000",0,508.29,"0000","0000",0,1.78,"0000","0000",0,1.78,"0000","0000"
"626","Cook, IL","17031",0,1634.89,"0000","0000",0,1635.04,"0000","0000",0,957.77,"0000","0000",0,945.67,"0000","0000",0,945.68,"0000","0000",0,945.33,"0000","0000",0,689.22,"0000","0000",0,689.36,"0000","0000"
"627","Crawford, IL","17033",0,445.77,"0000","0000",0,445.74,"0000","0000",0,445.72,"0000","0000",0,443.57,"0000","0000",0,443.53,"0000","0000",0,443.63,"0000","0000",0,2.2,"0000","0000",0,2.2,"0000","0000"
"628","Cumberland, IL","17035",0,347.02,"0000","0000",0,347,"0000","0000",0,345.77,"0000","0000",0,346.04,"0000","0000",0,346.02,"0000","0000",0,346.02,"0000","0000",0,0.98,"0000","0000",0,0.98,"0000","0000"
"629","DeKalb, IL","17037",0,635.02,"0000","0000",0,634.97,"0000","0000",0,633.75,"0000","0000",0,634.18,"0000","0000",0,634.16,"0000","0000",0,631.31,"0000","0000",0,0.84,"0000","0000",0,0.81,"0000","0000"
"630","De Witt, IL","17039",0,405.18,"0000","0000",0,405.15,"0000","0000",0,396.5,"0000","0000",0,397.6,"0000","0000",0,397.58,"0000","0000",0,397.51,"0000","0000",0,7.58,"0000","0000",0,7.58,"0000","0000"
"631","Douglas, IL","17041",0,417.44,"0000","0000",0,417.42,"0000","0000",0,416.97,"0000","0000",0,416.88,"0000","0000",0,416.86,"0000","0000",0,416.67,"0000","0000",0,0.56,"0000","0000",0,0.56,"0000","0000"
"632","DuPage, IL","17043",0,336.87,"0000","0000",0,336.55,"0000","0000",0,336.65,"0000","0000",0,334.44,"0000","0000",0,333.61,"0000","0000",0,327.5,"0000","0000",0,2.43,"0000","0000",0,2.95,"0000","0000"
"633","Edgar, IL","17045",0,624.22,"0000","0000",0,624.18,"0000","0000",0,622.95,"0000","0000",0,623.59,"0000","0000",0,623.55,"0000","0000",0,623.37,"0000","0000",0,0.63,"0000","0000",0,0.63,"0000","0000"
"634","Edwards, IL","17047",0,222.67,"0000","0000",0,222.66,"0000","0000",0,222.79,"0000","0000",0,222.37,"0000","0000",0,222.35,"0000","0000",0,222.42,"0000","0000",0,0.3,"0000","0000",0,0.31,"0000","0000"
"635","Effingham, IL","17049",0,479.93,"0000","0000",0,479.9,"0000","0000",0,477.94,"0000","0000",0,478.73,"0000","0000",0,478.7,"0000","0000",0,478.78,"0000","0000",0,1.2,"0000","0000",0,1.2,"0000","0000"
"636","Fayette, IL","17051",0,725.39,"0000","0000",0,725.36,"0000","0000",0,708.92,"0000","0000",0,716.52,"0000","0000",0,716.49,"0000","0000",0,716.48,"0000","0000",0,8.87,"0000","0000",0,8.87,"0000","0000"
"637","Ford, IL","17053",0,486.44,"0000","0000",0,486.42,"0000","0000",0,485.66,"0000","0000",0,485.93,"0000","0000",0,485.9,"0000","0000",0,485.62,"0000","0000",0,0.51,"0000","0000",0,0.52,"0000","0000"
"638","Franklin, IL","17055",0,431.42,"0000","0000",0,431.4,"0000","0000",0,414.02,"0000","0000",0,412.09,"0000","0000",0,412.08,"0000","0000",0,408.89,"0000","0000",0,19.33,"0000","0000",0,19.32,"0000","0000"
"639","Fulton, IL","17057",0,882.66,"0000","0000",0,882.59,"0000","0000",0,870.93,"0000","0000",0,865.69,"0000","0000",0,865.62,"0000","0000",0,865.6,"0000","0000",0,16.97,"0000","0000",0,16.97,"0000","0000"
"640","Gallatin, IL","17059",0,328.42,"0000","0000",0,328.41,"0000","0000",0,324.7,"0000","0000",0,323.74,"0000","0000",0,323.73,"0000","0000",0,323.07,"0000","0000",0,4.68,"0000","0000",0,4.68,"0000","0000"
"641","Greene, IL","17061",0,546.37,"0000","0000",0,546.34,"0000","0000",0,543.18,"0000","0000",0,543.12,"0000","0000",0,543.09,"0000","0000",0,543.02,"0000","0000",0,3.25,"0000","0000",0,3.25,"0000","0000"
"642","Grundy, IL","17063",0,430.44,"0000","0000",0,430.42,"0000","0000",0,422.67,"0000","0000",0,420.14,"0000","0000",0,419.9,"0000","0000",0,418.04,"0000","0000",0,10.3,"0000","0000",0,10.52,"0000","0000"
"643","Hamilton, IL","17065",0,435.86,"0000","0000",0,435.84,"0000","0000",0,435.82,"0000","0000",0,435.19,"0000","0000",0,435.16,"0000","0000",0,434.67,"0000","0000",0,0.67,"0000","0000",0,0.67,"0000","0000"
"644","Hancock, IL","17067",0,814.58,"0000","0000",0,814.54,"0000","0000",0,795.51,"0000","0000",0,794.66,"0000","0000",0,794.62,"0000","0000",0,793.73,"0000","0000",0,19.92,"0000","0000",0,19.92,"0000","0000"
"645","Hardin, IL","17069",0,181.54,"0000","0000",0,181.53,"0000","0000",0,180.82,"0000","0000",0,178.34,"0000","0000",0,178.33,"0000","0000",0,177.53,"0000","0000",0,3.2,"0000","0000",0,3.2,"0000","0000"
"646","Henderson, IL","17071",0,395.15,"0000","0000",0,395.12,"0000","0000",0,373.1,"0000","0000",0,378.84,"0000","0000",0,378.81,"0000","0000",0,378.87,"0000","0000",0,16.31,"0000","0000",0,16.31,"0000","0000"
"647","Henry, IL","17073",0,825.64,"0000","0000",0,825.6,"0000","0000",0,823.72,"0000","0000",0,823.26,"0000","0000",0,823.21,"0000","0000",0,822.99,"0000","0000",0,2.38,"0000","0000",0,2.38,"0000","0000"
"648","Iroquois, IL","17075",0,1118.11,"0000","0000",0,1118.03,"0000","0000",0,1118.32,"0000","0000",0,1116.51,"0000","0000",0,1116.43,"0000","0000",0,1117.32,"0000","0000",0,1.6,"0000","0000",0,1.6,"0000","0000"
"649","Jackson, IL","17077",0,602.54,"0000","0000",0,602.53,"0000","0000",0,589.84,"0000","0000",0,588.14,"0000","0000",0,588.12,"0000","0000",0,584.08,"0000","0000",0,14.4,"0000","0000",0,14.4,"0000","0000"
"650","Jasper, IL","17079",0,498.06,"0000","0000",0,498.02,"0000","0000",0,495.58,"0000","0000",0,494.44,"0000","0000",0,494.4,"0000","0000",0,494.51,"0000","0000",0,3.62,"0000","0000",0,3.62,"0000","0000"
"651","Jefferson, IL","17081",0,583.74,"0000","0000",0,583.71,"0000","0000",0,569.79,"0000","0000",0,571.07,"0000","0000",0,570.96,"0000","0000",0,571.17,"0000","0000",0,12.67,"0000","0000",0,12.76,"0000","0000"
"652","Jersey, IL","17083",0,377.05,"0000","0000",0,377.02,"0000","0000",0,372.7,"0000","0000",0,369.23,"0000","0000",0,369.16,"0000","0000",0,369.27,"0000","0000",0,7.82,"0000","0000",0,7.86,"0000","0000"
"653","Jo Daviess, IL","17085",0,618.79,"0000","0000",0,618.72,"0000","0000",0,602.56,"0000","0000",0,601.17,"0000","0000",0,601.08,"0000","0000",0,601.09,"0000","0000",0,17.62,"0000","0000",0,17.64,"0000","0000"
"654","Johnson, IL","17087",0,348.89,"0000","0000",0,348.88,"0000","0000",0,346.47,"0000","0000",0,346.04,"0000","0000",0,344.63,"0000","0000",0,343.92,"0000","0000",0,2.85,"0000","0000",0,4.25,"0000","0000"
"655","Kane, IL","17089",0,524.12,"0000","0000",0,524.08,"0000","0000",0,524.45,"0000","0000",0,520.7,"0000","0000",0,520.44,"0000","0000",0,520.06,"0000","0000",0,3.42,"0000","0000",0,3.64,"0000","0000"
"656","Kankakee, IL","17091",0,681.49,"0000","0000",0,681.44,"0000","0000",0,678.53,"0000","0000",0,677.51,"0000","0000",0,676.75,"0000","0000",0,676.56,"0000","0000",0,3.98,"0000","0000",0,4.7,"0000","0000"
"657","Kendall, IL","17093",0,322.69,"0000","0000",0,322.67,"0000","0000",0,322.21,"0000","0000",0,320.65,"0000","0000",0,320.58,"0000","0000",0,320.34,"0000","0000",0,2.04,"0000","0000",0,2.09,"0000","0000"
"658","Knox, IL","17095",0,719.74,"0000","0000",0,719.7,"0000","0000",0,719.9,"0000","0000",0,716.32,"0000","0000",0,716.28,"0000","0000",0,716.4,"0000","0000",0,3.42,"0000","0000",0,3.42,"0000","0000"
"659","Lake, IL","17097",0,1368.05,"0000","0000",0,1367.95,"0000","0000",0,454.39,"0000","0000",0,447.79,"0000","0000",0,447.56,"0000","0000",0,443.67,"0000","0000",0,920.26,"0000","0000",0,920.39,"0000","0000"
"660","LaSalle, IL","17099",0,1148.12,"0000","0000",0,1148.04,"0000","0000",0,1138.85,"0000","0000",0,1135.05,"0000","0000",0,1134.92,"0000","0000",0,1135.12,"0000","0000",0,13.07,"0000","0000",0,13.12,"0000","0000"
"661","Lawrence, IL","17101",0,373.97,"0000","0000",0,373.94,"0000","0000",0,374.08,"0000","0000",0,372.01,"0000","0000",0,371.98,"0000","0000",0,372.18,"0000","0000",0,1.96,"0000","0000",0,1.96,"0000","0000"
"662","Lee, IL","17103",0,729.34,"0000","0000",0,729.29,"0000","0000",0,724.81,"0000","0000",0,725.41,"0000","0000",0,725.36,"0000","0000",0,724.9,"0000","0000",0,3.93,"0000","0000",0,3.92,"0000","0000"
"663","Livingston, IL","17105",0,1045.49,"0000","0000",0,1045.43,"0000","0000",0,1045.58,"0000","0000",0,1043.82,"0000","0000",0,1043.76,"0000","0000",0,1044.29,"0000","0000",0,1.67,"0000","0000",0,1.67,"0000","0000"
"664","Logan, IL","17107",0,619.04,"0000","0000",0,619.01,"0000","0000",0,619.05,"0000","0000",0,618.17,"0000","0000",0,618.14,"0000","0000",0,618.06,"0000","0000",0,0.87,"0000","0000",0,0.87,"0000","0000"
"665","McDonough, IL","17109",0,590.06,"0000","0000",0,590.02,"0000","0000",0,589.92,"0000","0000",0,589.31,"0000","0000",0,589.27,"0000","0000",0,589.41,"0000","0000",0,0.75,"0000","0000",0,0.75,"0000","0000"
"666","McHenry, IL","17111",0,611.18,"0000","0000",0,611.13,"0000","0000",0,606.48,"0000","0000",0,604.15,"0000","0000",0,603.51,"0000","0000",0,603.17,"0000","0000",0,7.03,"0000","0000",0,7.62,"0000","0000"
"667","McLean, IL","17113",0,1186.33,"0000","0000",0,1186.29,"0000","0000",0,1184.84,"0000","0000",0,1183.64,"0000","0000",0,1183.53,"0000","0000",0,1183.38,"0000","0000",0,2.69,"0000","0000",0,2.76,"0000","0000"
"668","Macon, IL","17115",0,585.4,"0000","0000",0,585.38,"0000","0000",0,581.38,"0000","0000",0,580.55,"0000","0000",0,580.52,"0000","0000",0,580.69,"0000","0000",0,4.85,"0000","0000",0,4.86,"0000","0000"
"669","Macoupin, IL","17117",0,867.65,"0000","0000",0,867.61,"0000","0000",0,865.03,"0000","0000",0,863.68,"0000","0000",0,863.57,"0000","0000",0,862.91,"0000","0000",0,3.97,"0000","0000",0,4.04,"0000","0000"
"670","Madison, IL","17119",0,740.39,"0000","0000",0,740.35,"0000","0000",0,727.72,"0000","0000",0,725.07,"0000","0000",0,725.02,"0000","0000",0,715.58,"0000","0000",0,15.32,"0000","0000",0,15.33,"0000","0000"
"671","Marion, IL","17121",0,575.73,"0000","0000",0,575.71,"0000","0000",0,572.79,"0000","0000",0,572.29,"0000","0000",0,572.26,"0000","0000",0,572.36,"0000","0000",0,3.44,"0000","0000",0,3.44,"0000","0000"
"672","Marshall, IL","17123",0,398.53,"0000","0000",0,398.52,"0000","0000",0,388.15,"0000","0000",0,386.11,"0000","0000",0,386.06,"0000","0000",0,386.79,"0000","0000",0,12.42,"0000","0000",0,12.45,"0000","0000"
"673","Mason, IL","17125",0,563.41,"0000","0000",0,563.37,"0000","0000",0,536.3,"0000","0000",0,538.98,"0000","0000",0,538.94,"0000","0000",0,539.24,"0000","0000",0,24.43,"0000","0000",0,24.43,"0000","0000"
"674","Massac, IL","17127",0,242.13,"0000","0000",0,242.12,"0000","0000",0,240.52,"0000","0000",0,239.05,"0000","0000",0,239.05,"0000","0000",0,237.22,"0000","0000",0,3.08,"0000","0000",0,3.06,"0000","0000"
"675","Menard, IL","17129",0,315.4,"0000","0000",0,315.37,"0000","0000",0,315.39,"0000","0000",0,314.27,"0000","0000",0,314.25,"0000","0000",0,314.44,"0000","0000",0,1.13,"0000","0000",0,1.13,"0000","0000"
"676","Mercer, IL","17131",0,568.91,"0000","0000",0,568.88,"0000","0000",0,559.03,"0000","0000",0,561.05,"0000","0000",0,561.02,"0000","0000",0,561.2,"0000","0000",0,7.86,"0000","0000",0,7.86,"0000","0000"
"677","Monroe, IL","17133",0,397.73,"0000","0000",0,397.71,"0000","0000",0,388.33,"0000","0000",0,388.34,"0000","0000",0,388.29,"0000","0000",0,385.01,"0000","0000",0,9.39,"0000","0000",0,9.42,"0000","0000"
"678","Montgomery, IL","17135",0,709.79,"0000","0000",0,709.75,"0000","0000",0,704.91,"0000","0000",0,703.85,"0000","0000",0,703.8,"0000","0000",0,703.69,"0000","0000",0,5.94,"0000","0000",0,5.96,"0000","0000"
"679","Morgan, IL","17137",0,572.29,"0000","0000",0,572.26,"0000","0000",0,567.92,"0000","0000",0,568.81,"0000","0000",0,568.76,"0000","0000",0,568.79,"0000","0000",0,3.48,"0000","0000",0,3.51,"0000","0000"
"680","Moultrie, IL","17139",0,344.48,"0000","0000",0,344.47,"0000","0000",0,325.05,"0000","0000",0,335.61,"0000","0000",0,335.6,"0000","0000",0,335.94,"0000","0000",0,8.87,"0000","0000",0,8.87,"0000","0000"
"681","Ogle, IL","17141",0,763.33,"0000","0000",0,763.27,"0000","0000",0,759.29,"0000","0000",0,758.89,"0000","0000",0,758.83,"0000","0000",0,758.57,"0000","0000",0,4.44,"0000","0000",0,4.43,"0000","0000"
"682","Peoria, IL","17143",0,630.91,"0000","0000",0,630.89,"0000","0000",0,620.59,"0000","0000",0,619.55,"0000","0000",0,619.52,"0000","0000",0,619.21,"0000","0000",0,11.36,"0000","0000",0,11.36,"0000","0000"
"683","Perry, IL","17145",0,446.84,"0000","0000",0,446.81,"0000","0000",0,442.56,"0000","0000",0,441.01,"0000","0000",0,440.96,"0000","0000",0,441.76,"0000","0000",0,5.83,"0000","0000",0,5.85,"0000","0000"
"684","Piatt, IL","17147",0,440.35,"0000","0000",0,440.33,"0000","0000",0,439.09,"0000","0000",0,440.04,"0000","0000",0,440.02,"0000","0000",0,439.2,"0000","0000",0,0.31,"0000","0000",0,0.31,"0000","0000"
"685","Pike, IL","17149",0,848.92,"0000","0000",0,848.87,"0000","0000",0,829.93,"0000","0000",0,830.34,"0000","0000",0,830.3,"0000","0000",0,831.38,"0000","0000",0,18.58,"0000","0000",0,18.57,"0000","0000"
"686","Pope, IL","17151",0,374.65,"0000","0000",0,374.64,"0000","0000",0,374.2,"0000","0000",0,370.88,"0000","0000",0,370.86,"0000","0000",0,368.77,"0000","0000",0,3.77,"0000","0000",0,3.77,"0000","0000"
"687","Pulaski, IL","17153",0,203.34,"0000","0000",0,203.33,"0000","0000",0,203.25,"0000","0000",0,200.81,"0000","0000",0,200.79,"0000","0000",0,199.19,"0000","0000",0,2.53,"0000","0000",0,2.55,"0000","0000"
"688","Putnam, IL","17155",0,172.25,"0000","0000",0,172.24,"0000","0000",0,159.69,"0000","0000",0,159.8,"0000","0000",0,159.8,"0000","0000",0,160.16,"0000","0000",0,12.45,"0000","0000",0,12.45,"0000","0000"
"689","Randolph, IL","17157",0,597.29,"0000","0000",0,597.26,"0000","0000",0,582.68,"0000","0000",0,578.45,"0000","0000",0,578.42,"0000","0000",0,575.5,"0000","0000",0,18.84,"0000","0000",0,18.84,"0000","0000"
"690","Richland, IL","17159",0,362.03,"0000","0000",0,362.01,"0000","0000",0,360.04,"0000","0000",0,360.16,"0000","0000",0,360.14,"0000","0000",0,359.99,"0000","0000",0,1.87,"0000","0000",0,1.87,"0000","0000"
"691","Rock Island, IL","17161",0,451.19,"0000","0000",0,451.16,"0000","0000",0,422.62,"0000","0000",0,426.78,"0000","0000",0,426.75,"0000","0000",0,427.64,"0000","0000",0,24.41,"0000","0000",0,24.4,"0000","0000"
"692","St. Clair, IL","17163",0,673.99,"0000","0000",0,673.95,"0000","0000",0,671.75,"0000","0000",0,663.9,"0000","0000",0,663.81,"0000","0000",0,657.76,"0000","0000",0,10.09,"0000","0000",0,10.15,"0000","0000"
"693","Saline, IL","17165",0,386.99,"0000","0000",0,386.98,"0000","0000",0,385.3,"0000","0000",0,383.33,"0000","0000",0,383.31,"0000","0000",0,379.82,"0000","0000",0,3.66,"0000","0000",0,3.67,"0000","0000"
"694","Sangamon, IL","17167",0,877.11,"0000","0000",0,877.01,"0000","0000",0,865.62,"0000","0000",0,868.27,"0000","0000",0,868.18,"0000","0000",0,868.3,"0000","0000",0,8.84,"0000","0000",0,8.82,"0000","0000"
"695","Schuyler, IL","17169",0,441.43,"0000","0000",0,441.39,"0000","0000",0,436.15,"0000","0000",0,437.36,"0000","0000",0,437.31,"0000","0000",0,437.27,"0000","0000",0,4.07,"0000","0000",0,4.07,"0000","0000"
"696","Scott, IL","17171",0,252.79,"0000","0000",0,252.77,"0000","0000",0,250.62,"0000","0000",0,250.96,"0000","0000",0,250.92,"0000","0000",0,250.91,"0000","0000",0,1.83,"0000","0000",0,1.85,"0000","0000"
"697","Shelby, IL","17173",0,768.09,"0000","0000",0,768.05,"0000","0000",0,747.23,"0000","0000",0,758.55,"0000","0000",0,758.51,"0000","0000",0,758.52,"0000","0000",0,9.54,"0000","0000",0,9.54,"0000","0000"
"698","Stark, IL","17175",0,288.23,"0000","0000",0,288.21,"0000","0000",0,287.68,"0000","0000",0,287.94,"0000","0000",0,287.94,"0000","0000",0,288.08,"0000","0000",0,0.29,"0000","0000",0,0.28,"0000","0000"
"699","Stephenson, IL","17177",0,564.78,"0000","0000",0,564.72,"0000","0000",0,564.45,"0000","0000",0,564.28,"0000","0000",0,564.18,"0000","0000",0,564.52,"0000","0000",0,0.5,"0000","0000",0,0.54,"0000","0000"
"700","Tazewell, IL","17179",0,657.94,"0000","0000",0,657.89,"0000","0000",0,649.87,"0000","0000",0,648.91,"0000","0000",0,648.86,"0000","0000",0,648.97,"0000","0000",0,9.03,"0000","0000",0,9.03,"0000","0000"
"701","Union, IL","17181",0,422.15,"0000","0000",0,422.13,"0000","0000",0,414.21,"0000","0000",0,416.19,"0000","0000",0,416.16,"0000","0000",0,413.46,"0000","0000",0,5.96,"0000","0000",0,5.97,"0000","0000"
"702","Vermilion, IL","17183",0,902.18,"0000","0000",0,902.14,"0000","0000",0,900.01,"0000","0000",0,899.13,"0000","0000",0,899.08,"0000","0000",0,898.37,"0000","0000",0,3.05,"0000","0000",0,3.06,"0000","0000"
"703","Wabash, IL","17185",0,227.78,"0000","0000",0,227.76,"0000","0000",0,223.63,"0000","0000",0,223.49,"0000","0000",0,223.47,"0000","0000",0,223.25,"0000","0000",0,4.29,"0000","0000",0,4.29,"0000","0000"
"704","Warren, IL","17187",0,543.21,"0000","0000",0,543.17,"0000","0000",0,542.8,"0000","0000",0,542.57,"0000","0000",0,542.52,"0000","0000",0,542.41,"0000","0000",0,0.64,"0000","0000",0,0.65,"0000","0000"
"705","Washington, IL","17189",0,564.15,"0000","0000",0,564.12,"0000","0000",0,563.31,"0000","0000",0,562.65,"0000","0000",0,562.61,"0000","0000",0,562.57,"0000","0000",0,1.5,"0000","0000",0,1.51,"0000","0000"
"706","Wayne, IL","17191",0,715.6,"0000","0000",0,715.56,"0000","0000",0,714.91,"0000","0000",0,713.94,"0000","0000",0,713.9,"0000","0000",0,713.81,"0000","0000",0,1.66,"0000","0000",0,1.66,"0000","0000"
"707","White, IL","17193",0,501.72,"0000","0000",0,501.7,"0000","0000",0,497.32,"0000","0000",0,494.94,"0000","0000",0,494.87,"0000","0000",0,494.77,"0000","0000",0,6.78,"0000","0000",0,6.83,"0000","0000"
"708","Whiteside, IL","17195",0,697.06,"0000","0000",0,697.01,"0000","0000",0,682.02,"0000","0000",0,684.82,"0000","0000",0,684.77,"0000","0000",0,684.25,"0000","0000",0,12.24,"0000","0000",0,12.24,"0000","0000"
"709","Will, IL","17197",0,849.45,"0000","0000",0,849.39,"0000","0000",0,843.83,"0000","0000",0,837.26,"0000","0000",0,836.94,"0000","0000",0,836.91,"0000","0000",0,12.19,"0000","0000",0,12.45,"0000","0000"
"710","Williamson, IL","17199",0,444.4,"0000","0000",0,444.38,"0000","0000",0,426.76,"0000","0000",0,424.17,"0000","0000",0,423.41,"0000","0000",0,420.15,"0000","0000",0,20.23,"0000","0000",0,20.96,"0000","0000"
"711","Winnebago, IL","17201",0,519.33,"0000","0000",0,519.27,"0000","0000",0,515.61,"0000","0000",0,513.84,"0000","0000",0,513.74,"0000","0000",0,513.36,"0000","0000",0,5.49,"0000","0000",0,5.54,"0000","0000"
"712","Woodford, IL","17203",0,542.78,"0000","0000",0,542.74,"0000","0000",0,527.49,"0000","0000",0,528.04,"0000","0000",0,527.95,"0000","0000",0,527.8,"0000","0000",0,14.74,"0000","0000",0,14.79,"0000","0000"
"713","INDIANA","18000",0,36420.09,"0000","0000",0,36417.73,"0000","0000",0,35932.03,"0000","0000",0,35870.18,"0000","0000",0,35866.9,"0000","0000",0,35826.11,"0000","0000",0,549.91,"0000","0000",0,550.83,"0000","0000"
"714","Adams, IN","18001",0,339.95,"0000","0000",0,339.93,"0000","0000",0,339.86,"0000","0000",0,339.37,"0000","0000",0,339.36,"0000","0000",0,339.03,"0000","0000",0,0.58,"0000","0000",0,0.57,"0000","0000"
